song_id,platform_id,released_year,language,number_of_comments
5264,Y263179,2005,eng,1528
8409,X18467818,2014,eng,2219
7735,V1747896,2008,en-US,1652
7911,S129523,2004,en-US,559
7432,Y25228579,2015,eng,926
3882,W12605157,2012,eng,1122
5946,P215540,2005,eng,329
2017,Y4588949,2009,eng,1929
5284,U7713965,2010,eng,1001
1897,S2743,1997,eng,2495
2557,X525488,1992,en-US,1632
6580,Q6193821,2009,en-US,2124
2965,Y74389,1990,en-US,1038
666,T2744,2005,eng,7758
55,Y5129,1932,eng,20095
3641,V747746,1922,en-GB,2887
6989,V20801166,2014,eng,3118
2239,X68378,1985,eng,450
7736,W425377,1995,eng,1652
6761,S230003,1996,eng,440
4275,R24782,1967,eng,781
1195,V13602426,2012,eng,8100
200,Y16299,1939,eng,17264
1842,P111180,2002,eng,2690
3732,T17831614,2013,eng,3049
5296,V31176886,2016,eng,4631
2046,W18465657,2014,eng,5155
5258,W17977,2004,en-US,606
2904,S21418013,2014,eng,4161
8964,X4059448,2009,en-US,312
1645,U22285,2007,en-US,2720
4489,Y23215469,2015,eng,2379
1001,X15797938,2009,eng,14162
6462,S13605723,2013,eng,2701
9881,T511684,1999,eng,321
4818,Q6202661,2009,en-US,955
6293,T648194,2004,en-GB,1224
4521,X51078,1993,eng,191
6789,V2761356,2005,eng,2874
8844,X7507908,2010,en-US,2647
2871,P10790290,2011,eng,2631
7121,V11806716,2012,eng,1621
2555,Q60931,1979,eng,5809
1255,S139253,1984,eng,6923
8530,Q7124101,2010,eng,867
4229,V36,,eng,49
6937,P840,1988,en-US,1192
8772,X20768868,2014,eng,1464
9396,T11940384,2008,eng,1292
3014,R826582,2002,en-US,362
9793,W15677,1950,eng,1055
706,Y54479,1872,eng,4341
5124,S21853633,2015,eng,3522
3400,Q29641,1951,eng,3089
4449,V12959086,2012,eng,1448
7289,S2095583,2008,eng,1017
2413,W68527,2004,en-US,2730
8861,T241934,1996,eng,285
1721,P175510,1926,eng,652
7080,V32426,1976,eng,376
7095,W144127,1998,en-US,411
7475,S6681333,2010,,609
6334,T667234,1958,en-US,432
4251,W31337,2002,eng,625
4473,S18723,2003,eng,1572
5800,W96977,1979,eng,241
4718,Q15711341,2013,eng,4294
7198,U51985,1946,en-GB,569
9273,P7090290,2010,eng,1014
8047,Q126061,1968,eng,637
1792,Y18749,2006,eng,5296
3690,V12191246,2011,,801
5248,R7519472,2010,eng,998
1576,W7912007,2010,en-US,5276
26,X968,2003,eng,41560
1408,Q711901,2006,eng,6071
9246,S6758423,2009,en-US,1483
2534,R71332,1996,eng,5572
8902,P47780,2004,en-US,1078
9828,U34295,2006,eng,1103
8310,Y78629,1940,en-US,389
490,V15196,1985,eng,4837
8744,P23844390,2014,eng,2171
7996,R238142,2004,eng,571
8221,V65336,1949,,153
2018,R13507212,2012,en-US,6371
8952,Q11784281,2011,eng,1604
8809,T13547234,2012,,1988
540,X3008,1905,eng,5128
6039,T782854,1955,eng,440
4238,X3378,1991,eng,942
8571,R19552,1992,,143
4298,X668,1936,eng,1178
9305,X12737118,2008,,2343
9401,W1070527,2006,eng,62
3271,V2321296,2008,eng,2861
1120,X21348,-560,eng,1441
8947,P98250,1978,,940
5607,Q144791,2005,eng,856
6438,T92254,1993,en-US,147
5121,W43927,2003,eng,1209
7814,Y102439,2006,eng,804
1176,Q21671,2001,en-US,2836
9082,S144773,1996,,510
7935,W13634927,2012,eng,821
4936,U107195,1996,,814
6681,Q68521,1997,,436
8761,P107670,2006,,448
1969,U475,2004,en-GB,2667
2708,T7227174,2010,eng,2405
6534,R6344832,2009,eng,1380
3603,T6667514,2009,,2701
525,Q9593911,2012,eng,13876
8280,Y39799,1997,eng,617
9653,R176892,1991,eng,214
5907,T31244,1865,eng,1102
8250,X4285768,2009,eng,1432
4597,R318742,1903,,849
1587,X6617928,2010,eng,7996
9514,P8857310,2011,,1819
6551,P76660,1985,en-GB,266
8012,Q170641,2007,eng,901
3952,R29430012,2016,eng,7226
4885,T3974,2007,eng,2610
1757,R27252,1996,eng,4079
4200,Q6437061,2010,eng,3710
5212,X40168,2005,,132
6143,S8935153,2011,eng,1514
4783,V5558786,2005,ger,1545
2186,T10104,1980,en-US,1282
2809,W44597,1966,eng,3625
6673,Y568099,1986,eng,233
5129,S32523,2007,eng,1556
9623,X12448,1929,eng,716
7901,P21437200,2015,eng,1836
9870,Q1231511,2007,,344
346,S236093,1900,eng,8866
6647,R6534132,2009,eng,2451
354,Y6149,1987,eng,7749
4699,S68143,2004,eng,627
7804,P10778410,2011,,840
6678,S35233,1990,,39
3088,P31250,1855,eng,1184
6476,Y5082599,2009,eng,1410
9136,Y13568619,2013,eng,1575
325,S4473,1989,eng,11197
4858,W129117,2007,eng,3326
7615,U73965,1996,,850
6431,P35430,2006,eng,803
1238,R4952,2006,eng,6741
1884,W24937,2005,en-US,241
488,V11566,1996,eng,4873
4742,U19095025,2014,eng,3844
2328,P23940,1953,eng,1201
8518,P11665750,2011,en-GB,1744
4520,S398323,2003,eng,3715
780,W77727,1987,en-US,684
9364,X8449698,2011,eng,1627
2977,R216422,1993,eng,835
9304,P13270,-335,eng,557
6988,R1587362,2007,eng,366
2044,U495395,2007,en-US,4930
561,X378,1961,en-US,8011
2043,T400354,1993,eng,1230
7365,Y20821159,2014,eng,1572
6003,W65217,1938,eng,334
4721,U3116205,2008,en-US,1295
7163,P17977710,2014,eng,2532
8899,Y119239,1848,eng,57
491,X2866718,2008,en-US,3356
3548,W22327,1956,en-US,312
2885,V3257136,2008,eng,5439
8394,Y21518679,2013,eng,1901
3926,T7098304,2010,eng,1257
6823,U27525,2003,en-US,265
5598,S312043,2001,eng,1341
2361,X325128,1886,,1319
8880,P22420,2001,eng,156
9080,R227492,1997,eng,125
875,T305234,2007,en-US,6591
8479,R125502,2002,en-GB,988
2266,S672493,1948,,1172
4328,U73385,1989,eng,1886
9327,P2358870,2003,en-US,121
5786,X324748,2007,,1127
1298,S59263,2004,en-US,1656
605,S40173,2007,,6724
8212,P330760,1958,eng,440
7104,T517344,2006,en-US,1602
2783,S13833,1994,en-US,629
6011,X5548,1988,eng,638
8982,T2147714,2008,eng,570
9065,S9592213,2011,en-US,1702
644,P13372690,2012,eng,14423
1368,T34484,1992,en-GB,1978
5418,S9628743,2011,eng,1492
639,S93,1880,eng,2667
934,V17716,1952,eng,3767
7184,R16131072,2013,eng,1207
6716,R80672,2002,eng,652
2801,Y13628209,2011,en-GB,4371
4997,V7942786,2012,en-US,2193
9187,U4016515,2008,eng,1341
4369,W3717,2004,eng,754
7116,T295834,2005,en-US,853
6962,Q27213121,2016,eng,1608
8789,T122574,2006,,686
3236,X17345258,2013,eng,5015
3553,R20454672,2014,eng,3287
7557,S13069213,2012,eng,1960
3783,T9297774,2011,en-US,3334
6709,V12016,2000,eng,496
7251,U10775,1985,en-US,887
8169,T11830394,2012,eng,1828
5163,T781844,1969,eng,365
2106,U17255265,2013,eng,3750
7590,Q8765461,2010,,860
2606,W9268487,2013,eng,1816
2705,R395922,1991,eng,2899
1819,T1282954,2006,eng,3819
8390,S12073,1953,en-US,224
9301,Y11429,2006,en-US,357
7066,W6076387,2009,eng,3050
4033,V16101126,2013,eng,3020
3942,Y59969,1993,eng,386
5863,R30852,1975,en-US,1113
2169,P26025580,2014,eng,7275
4215,W29187,1986,eng,313
4972,X414298,1997,eng,2118
8972,X93808,2006,en-US,649
9070,U177515,2005,en-US,1396
3184,W2200877,2008,en-US,4900
7551,X301538,2003,eng,735
1418,X44688,1983,,655
6408,Q1003761,2004,eng,160
4734,V22934446,2014,eng,3202
7968,R114152,1996,eng,322
7892,R17167572,2013,eng,1264
8189,T9654,1973,en-US,1277
5039,X21853628,2015,en-CA,2497
5202,U4070095,2009,eng,1305
1740,T23899174,2015,eng,6087
5791,P12043770,2012,eng,2529
8771,U760205,1968,,258
5120,W647,1999,en-US,767
5213,V569346,2001,eng,183
997,V136116,1905,eng,5087
5092,S30243,2004,eng,511
2312,T234724,2002,,930
2828,R2315892,2009,eng,1908
6384,T96884,2005,eng,920
814,U6262365,2008,eng,3165
2611,Q34501,2004,eng,1400
6040,S13555073,2013,eng,3067
4795,X236208,1976,en-US,252
3526,Y26252859,2016,eng,6928
5690,Y11256979,2011,en-US,1228
9576,U25955,1967,en-US,288
4172,Q6013511,2009,en-US,1316
344,X4138,1997,en-US,5096
5483,Y48019,1966,,378
8872,S107773,2001,eng,432
222,Y7869,1980,eng,3899
5685,Y40289,1989,eng,106
8140,Q5481,1958,en-US,714
9853,U690955,2005,en-US,462
7109,R39792,1994,eng,661
1175,T179064,2003,en-US,8818
450,R47212,2000,en-US,12005
7079,V11666,1990,eng,406
278,X30118,1981,eng,2431
9274,T17853024,2013,en-US,787
9270,Y8089,1997,eng,973
4402,T12951824,2012,eng,2051
7050,S2157243,2008,en-US,1013
6726,S235773,1999,en-US,1493
9579,P3710,2002,eng,635
5968,T53834,1995,en-US,488
4073,S17411703,2013,eng,1570
2191,Q887201,1978,,214
1374,U7743175,2012,eng,4883
4772,V21726,2006,en-US,2760
8708,W11737387,2012,eng,1203
5775,R32442,1991,,467
9553,Y19138879,2014,eng,204
8834,R17166702,2013,eng,1873
6745,T253264,1955,eng,671
8132,R18892,1993,eng,341
4785,Q207781,1929,eng,130
2339,T5114,1955,eng,1373
4528,S32433,1979,en-US,236
8051,T6282334,2000,eng,1649
713,V13414446,2013,eng,12663
3360,U219205,1977,en-US,1272
9068,T237114,1996,eng,365
48,Q4381,1953,spa,30694
5695,U687215,1977,eng,273
5651,W17673307,2013,eng,3104
8081,Y190999,1963,eng,725
6076,W330947,2002,eng,731
7993,V28698036,2016,eng,1081
2086,R34532,1996,eng,1601
4380,W2199587,2008,en-US,1290
1012,W13508607,2012,,11877
4037,Y12902549,2010,eng,3581
9752,V20821376,2014,,2208
8195,R106882,2004,eng,1574
4403,U12368985,2011,eng,5338
4939,T22904,1946,eng,485
1695,T41684,1895,eng,854
2158,V17136,1968,,217
6138,W233637,1930,en-US,1097
4889,U10599805,2012,en-US,1787
9172,Q17801,1997,eng,778
4593,V295086,2005,eng,811
5136,R215542,2005,eng,317
5686,R8694522,1991,en-US,2243
9945,Y18943009,2013,eng,1562
6207,R18077752,2014,eng,2026
2859,P19670,1994,en-US,431
7582,Y16248139,2013,eng,1713
7943,Q522471,2000,eng,1340
7526,W235127,2007,eng,1070
9908,Y10009,1957,eng,340
3552,S91953,1651,eng,505
6656,T2617684,1976,eng,50
6660,P9838800,2011,eng,1992
3057,P13623150,2012,eng,5147
8782,U22175,1992,,763
3753,P10,2005,eng,882
374,Q21,2003,en-US,9065
9454,R5052,2000,,666
7624,P129620,1987,eng,733
388,P50,1986,en-US,10378
4947,U515905,2007,en-US,723
9215,V15836,1996,eng,929
3794,U16255,1978,eng,1872
4049,Y13151129,2012,en-US,1214
6770,W22207,2006,eng,1238
5196,W25644437,2016,eng,2126
9914,V8702806,2011,en-US,707
3169,V157076,1924,,1030
5851,S6282753,2008,eng,1809
3820,Y160149,1926,en-US,868
6568,W107007,2003,eng,536
9221,W9722217,2012,ara,1198
5022,V4516,1999,spa,1976
8033,U21025,2001,,384
8396,V579696,1998,eng,123
5655,W19687,2000,en-US,390
1622,X162898,1889,eng,2050
313,P13158800,2012,eng,29932
3637,S5941233,1998,en-US,1586
5831,Q262731,2004,eng,805
9550,S93453,2004,en-US,516
2289,T41424,1978,eng,4417
4094,S39963,1998,eng,2041
437,V18079776,2014,en-US,19518
892,T15751404,2011,eng,7317
9639,Q199531,1981,eng,872
4427,T10914,1992,en-US,1834
3564,P691520,1980,,643
5916,U27161845,2016,eng,1568
8871,V1891296,2007,en-GB,329
773,Q47021,1593,en-US,2370
6773,Y12383869,2013,eng,2436
3504,W67,2003,eng,2825
4704,W11395597,2011,,2247
5676,X112518,1991,eng,267
2634,T20727654,2014,eng,4844
9002,W402017,1999,,102
9751,T535494,1975,,319
292,U140225,1951,eng,4620
7598,P2964700,2011,en-US,1403
9595,R25387202,2015,eng,1763
513,Y561909,1971,en-US,7801
1634,Q2402971,2008,eng,2558
5094,Y1734639,2007,en-US,671
6783,V8177526,2010,en-GB,691
2617,Y21936809,2015,eng,5526
6058,P1876770,1996,pol,517
1033,R438492,2000,eng,3625
4516,T23128304,2005,en-GB,3995
9490,V1838166,2008,,1392
8316,V16396,1923,en-US,811
5648,S51113,1994,en-US,1572
3222,W4452257,2009,en-US,838
4744,V49176,1964,en-US,596
9392,P29906980,2017,eng,5354
2210,Q13651,1974,eng,2959
1770,Y15729539,2013,eng,7761
1690,Q8058301,2011,eng,3654
3484,W5206937,1729,,799
2013,U5015,2005,en-US,3460
4623,W18108877,2012,eng,2232
2704,T9758764,2010,en-US,2729
9538,R88072,2004,eng,1285
3073,R6919272,2010,ger,4359
6004,R9712492,2010,eng,1786
3683,T7247854,2010,eng,2815
5051,V18646,1999,en-US,1363
8123,W12107927,2012,eng,282
1992,U759945,1959,en-US,1163
472,Y4069,1946,eng,10147
4250,T99664,1925,eng,2710
2279,W27,1991,en-US,2168
8958,X17331828,2014,eng,2840
6948,S17349163,2013,eng,1028
9374,X13152668,2012,eng,402
7003,U825,1988,eng,569
4774,Y543339,1988,eng,389
370,W7090447,2010,eng,10914
8663,Q16164271,2014,eng,1463
8915,W2067,2006,en-US,383
205,S43763,1976,eng,7951
140,P6892870,2007,en-US,26766
2180,W11007587,2011,en-US,2868
184,X39988,1988,eng,11053
8146,S337623,1992,eng,120
7286,Q18107951,2014,eng,2985
3357,T15154,2006,en-US,1417
7571,S30343,2006,eng,668
1563,P15034320,2012,,5356
3381,V31426,1981,,368
1384,P38210,1998,eng,1811
9764,P109510,1989,eng,168
1369,X368468,1999,eng,4032
4479,W6582637,2010,eng,1798
5138,V133486,1967,eng,1007
5926,P550720,2006,en-US,1544
5604,U38855,1998,eng,1422
1953,Y54499,1850,eng,747
3427,S10464963,2011,eng,5368
6288,S968403,2007,,2254
9706,X18243828,2013,eng,1505
3945,Q226791,1996,en-US,663
5722,X298568,2007,,605
3299,Y15990489,2012,en-GB,4641
4694,S9972053,2011,eng,2292
790,V6596,1997,,6132
1666,X42038,1592,en-US,755
4322,V2804776,2008,,1453
3928,Q21031,1992,eng,1316
8109,S23753,2006,eng,476
3670,P18656030,2014,eng,1831
4151,V347656,2003,,597
3688,Q39031,2001,eng,1695
2486,U22522805,2015,eng,6044
3896,S56073,2003,en-US,953
307,R1215032,2011,eng,15503
3596,Y401679,2005,,1007
5549,P11266880,2011,eng,492
4486,W1128437,1993,pol,1008
8098,S1116393,2005,eng,431
7537,Q20613761,2014,eng,1726
8128,X16948,1998,eng,1298
2894,S500503,1992,eng,391
1046,R23453112,2015,eng,10334
4970,X8517008,2011,eng,3412
2358,U7930335,2012,eng,3949
6873,Y7979,1994,,188
9755,V21400356,2014,eng,2150
768,V21686,2003,eng,6990
4599,X8069828,2012,eng,2208
2146,V11607446,2012,eng,4965
9792,U23012475,2015,,1341
2156,W77507,1993,en-US,2212
2439,U2255,1980,en-US,1579
4962,R13568322,2012,eng,131
3673,X3475268,2009,en-US,1080
5036,X8293938,2010,eng,4041
3755,P114230,1853,eng,1915
2568,Q13131,2007,en-US,1499
9120,U533675,1992,,25
6930,V18076876,2014,eng,2182
5278,T7797874,2010,eng,1430
7834,W20426917,2014,en-US,1836
511,T6534,1990,eng,2261
5689,W12908877,2012,en-US,1987
8544,Q7783191,2010,eng,586
7593,U5986375,2009,eng,1245
3995,X59978,1996,eng,257
584,X6101718,2009,eng,18232
96,P13536860,2012,eng,25287
209,W23807,1988,eng,3866
3534,W12652457,2014,eng,1401
2848,S3722183,2015,eng,4886
5015,Y589979,1987,eng,557
5641,S13642963,2013,eng,3138
4691,T1624,1942,en-US,2226
1080,R12294652,2012,eng,8327
5147,W43917,1995,,158
9699,U302625,1989,eng,349
5235,U206195,2004,eng,409
8585,P920780,2002,eng,452
9497,U835155,2001,,131
8313,T5771014,2009,,946
2663,W23278537,2013,eng,7292
7476,T175324,1956,eng,511
8473,Q15793231,2013,eng,2662
1403,Y6587879,2009,en-US,7298
1428,P11254250,2010,eng,3340
154,R8852,1606,eng,7609
6268,R17729712,2013,eng,1729
9987,X8087038,2010,en-US,411
8333,V15823426,2012,eng,1102
6994,S114203,2003,eng,625
5995,R31312,1985,en-US,481
8558,Q844051,1932,en-US,195
2616,P22320,2003,eng,1851
5116,S53413,1963,eng,1338
3161,Q11737271,2012,eng,2055
1054,W13125947,2012,,10280
3148,R42172,2001,en-US,801
2823,U89165,1993,eng,525
6112,W232577,1983,en-US,164
2901,Y421129,2004,en-US,2489
7959,V56066,2006,eng,779
2558,X17378508,2014,eng,8312
5740,Y59889,2003,,224
242,U13145,1993,eng,3600
8781,T13074,1993,en-US,578
2271,W34527,1996,,1047
1040,W15790837,2013,eng,7959
5382,Y43049,1904,eng,992
6204,X10238,1975,eng,425
618,Q8921,1902,eng,5421
9810,Y109509,2006,eng,503
6606,V102956,1998,eng,199
2176,X7788,2003,,140
3497,T153784,1999,eng,1086
9027,P20603820,2014,eng,2562
2052,P1540,-401,en-US,1122
9227,P2306910,2008,en-US,767
6302,R91582,1871,eng,2047
1066,X5821978,2009,en-US,8448
8182,P12878300,2012,,1220
442,P830,1992,eng,7075
2331,T25111004,2015,en-US,10670
2151,X16148398,2012,eng,980
4811,P35100,1988,eng,890
3671,T353814,1988,en-GB,1086
8625,W46917,1971,eng,604
685,T2536134,2008,eng,9445
516,U3985,2000,eng,9326
8922,U289695,2007,en-US,1116
4020,R13722902,2012,eng,2774
5843,W23164927,2015,eng,2044
5636,Q2954411,2008,en-US,3593
2313,W19103097,2014,eng,4039
6080,T2798094,2008,en-US,685
924,S10964693,2011,eng,10634
1655,T17204,2006,eng,8046
2889,Y6604209,2009,en-US,982
4668,X7150178,2010,en-US,947
224,X6487308,2009,en-US,17725
7957,Y12027429,2012,en-US,1322
8004,P287380,1996,en-US,134
7679,P10813480,2011,eng,1528
6557,R6907672,2009,en-US,54
6401,Q7640261,2010,en-US,1641
7059,R12542,2007,en-US,1053
5761,U522525,2007,en-US,741
9679,R290882,-500,eng,258
3839,S1388813,2007,eng,1008
2525,W13359067,2012,eng,3339
4619,V114206,2003,en-US,639
9512,Q3692151,2003,ara,482
2230,T24784,1965,eng,1167
1657,Y6759,1996,en-US,7051
9313,T541024,1953,eng,544
5377,R103902,1992,,40
2737,X6588,2003,en-US,938
5717,Y219919,1942,en-US,950
3338,Q6751,2005,eng,2283
466,Y659469,1989,eng,957
4901,U125925,2004,en-US,819
2000,P3086160,2007,en-US,6180
3393,V68396,1990,en-US,305
6807,U32445,1995,,264
8180,R17899392,2013,,1747
5197,T16122034,2013,eng,2684
4859,V32626,1984,eng,452
4676,Q3692091,2008,ara,1895
8659,Q531421,1999,,388
3473,Y6780439,1991,eng,1050
8209,Q4653511,1963,ara,1821
121,T7604,1955,eng,18107
3398,W122967,1843,eng,933
3462,T8785374,2011,en-GB,2356
6980,T17174,1987,en-US,869
1019,Y414999,1953,en-US,3759
6342,R112872,1995,,718
6740,W10305247,2009,eng,2026
9676,U6542645,2010,eng,884
237,R10592,1974,,8264
7632,R20983362,2016,eng,5065
9023,T1503274,2007,,1671
5927,U21853645,2015,eng,1378
6012,U7146335,2010,eng,2246
9043,Y975119,1977,eng,78
5488,Q16150831,2014,eng,3660
5210,Y80369,1975,eng,593
7374,P4893390,2008,eng,712
3878,P92780,1932,eng,2520
8166,Q23503361,2015,eng,1317
3112,R7134202,2010,eng,2044
4279,V2169506,2008,en-US,2987
9360,S71823,1996,eng,180
1100,S78983,1979,en-US,2779
3502,R16052012,2013,eng,4460
4093,V13477676,2013,eng,4658
191,Q472331,1987,en-US,10851
9967,U5295735,1977,ara,1216
3384,Y12351649,2011,eng,2483
5295,V30226,2005,en-US,446
8293,X25056528,2015,,1995
6923,U213975,2000,eng,693
4594,V31845516,2016,en-US,3190
8712,T25222064,2015,eng,1867
2365,P261240,1846,eng,924
4595,Q6449551,2009,en-US,2354
2045,R42432,1981,eng,1069
7304,P298730,2003,en-US,631
2123,R74532,1981,eng,1755
8231,U3064985,2009,eng,1446
2796,Q11010251,2011,eng,3949
3329,V24388326,2015,eng,4411
7411,W77787,1997,eng,251
8683,W10209997,2011,eng,2668
6057,P5160,1981,eng,407
2224,S30273,1996,eng,1144
2543,R7141642,2010,eng,5175
482,S6837103,2010,en-CA,15812
2822,T75024,2006,en-US,1729
3067,V3975186,2009,,2724
5465,U321645,1995,eng,1660
6348,P34760,1986,eng,708
8063,U24859245,2015,eng,690
7745,X13580928,2013,en-GB,1711
1491,U6065215,2009,en-US,5903
2964,W10816297,2012,eng,1583
5819,S17557913,2014,eng,2344
4326,T22584,1974,eng,1187
7256,R17985262,2013,eng,1273
2421,U1297985,2007,eng,1905
5551,Y53969,2000,eng,1354
2333,T15724654,2012,eng,3469
8249,X27208,1967,eng,1300
8334,W3757,1958,eng,686
2721,P9595650,2011,eng,2245
6582,Y295649,2002,eng,2001
117,Q18131,1962,en-US,19413
3980,S16718083,2013,eng,2952
9447,W112517,1993,eng,256
5569,T351064,1902,eng,204
232,U43615,1982,en-US,13014
4835,T1407874,2006,ind,1148
1115,Q11330361,2011,en-US,6978
4862,R30122,1976,,645
2245,R231562,2004,en-US,1986
3238,S9464733,2011,eng,6436
2410,P11808950,2012,eng,5063
7166,Q18090061,2013,eng,2098
9957,V6332526,2009,en-GB,1611
6641,P7405450,2009,eng,1792
5921,P25733990,2016,eng,4369
9207,V13132816,2015,eng,2284
9519,V167216,1998,,1430
4031,U33455,1997,en-GB,1243
6044,U17302495,2013,eng,2147
2556,R8282,1940,,1283
3070,U14975,2005,eng,2670
697,U9118135,2011,eng,14781
5919,U265205,1992,eng,270
6853,T140524,1966,eng,1251
7769,Y30919,1937,eng,703
4530,V43886,1998,eng,496
7974,P25200,1966,eng,2030
5762,Y13765729,2011,eng,1026
9951,Q2227371,2007,en-US,1483
1619,T8726744,2005,eng,335
9970,V6131786,2011,,1178
2286,P16640,1774,eng,2541
8605,W48697,2002,en-US,47
3583,X93728,2001,eng,1143
6457,W1055617,1969,,563
3685,S17704903,2013,eng,3015
4177,Q921651,1983,en-US,145
5117,U9635495,2011,eng,1309
5317,T77504,1996,eng,573
1535,V33676,2006,en-US,2529
8420,W107017,2002,eng,273
2353,Q25101,1990,eng,1261
2900,U3220405,2008,en-US,1889
6292,X5585788,2009,en-US,1528
8985,T6678884,2010,eng,1093
8342,T12546674,2011,eng,1174
2280,X23228,2003,eng,3159
7319,R12288282,2012,eng,1590
4778,W5883777,2001,eng,591
2651,V45546,1996,eng,1942
8905,P7897620,2010,en-US,2183
7723,X159418,1637,eng,288
8580,Q22929741,2015,eng,1556
5084,X243598,1949,eng,1380
2417,Y11947829,2012,en-US,3408
7654,P11430,2003,eng,279
1022,P20613470,2014,eng,16235
1795,W11607,1982,eng,1929
2902,U4005,1996,eng,1238
4896,S25454883,2016,en-GB,4488
4321,V16158596,2013,eng,3520
5868,Q23492661,2015,,2716
7402,T9484114,2010,,1103
1289,W172327,2001,eng,2322
1138,S43933,2001,eng,3738
7589,S68483,1990,eng,549
1439,V12401556,2012,eng,10726
4494,R79422,2006,eng,330
4961,R19161852,2015,eng,4039
5508,Q3581,1927,eng,505
1642,T11334,1977,eng,2356
4687,X519048,2000,eng,1070
2958,S24113,1979,eng,1383
1849,U17623975,2013,eng,7371
954,P6202690,2009,en-US,417
5988,Q7911,1881,eng,427
5610,Q1044141,,en-US,330
4349,W32507,2002,eng,748
9855,W5266667,2008,en-US,1767
3240,U4035,1990,eng,222
5639,T128754,2000,en-US,804
5962,P3359940,2008,en-US,878
2642,V183656,2001,eng,2091
6398,R905092,2006,,242
1311,Q5191,1998,eng,3878
2808,S66693,1988,eng,691
9608,R404562,1997,,3
2507,T83144,2001,eng,6085
1135,R11012,1914,eng,4078
8513,U129565,1992,,614
1517,X13281368,2012,eng,6682
6788,Y920649,1890,eng,453
7049,S25733983,2016,eng,3321
1484,U77565,1990,eng,2265
6192,P75020,2004,eng,954
8672,W23208397,2016,eng,1952
9742,Y710969,2001,eng,202
520,U11275,1994,eng,10724
3738,W2712967,2008,eng,1150
2758,P13570,2004,eng,330
8556,X39798,1997,eng,582
9959,P13178410,2011,eng,536
4138,P40290,1987,eng,1283
3366,Q32501,2006,eng,1421
3458,W16169737,2013,eng,3431
5553,P21412400,2015,eng,2417
894,V64216,1989,eng,2610
2183,U8204005,2010,en-US,3383
5820,P18528190,2014,eng,2564
3433,V6613956,2008,eng,3285
2393,P455930,2001,en-US,2090
90,T231804,1967,en-US,22662
3166,W139417,2000,eng,1604
4622,Y17689,2003,eng,223
8944,S40293,1996,en-US,867
4603,P13350,2005,,343
2830,T154424,2005,en-US,811
478,R2932,1719,eng,4603
1424,Y220969,1998,en-US,3367
3518,P51070,1982,eng,1144
7695,X10893138,2011,eng,1346
8959,S24473763,2014,eng,1738
4995,Y3993839,2009,en-US,1735
8925,V17255186,2013,en-GB,1177
8859,U121715,1949,eng,588
3037,R899492,1843,eng,1077
3359,V78876,1995,eng,913
103,V7126,1844,eng,15925
5699,U23875,1961,spa,916
2827,R78982,1976,,864
7716,W27397,1995,en-US,701
309,X6752378,2011,en-US,18870
4632,X85958,2000,en-US,292
1404,Q10414941,2011,en-CA,3254
9898,R12977172,2012,en-US,1293
2355,Y54539,1861,,2616
5855,Q106131,2005,,295
4287,S11433,2002,eng,811
9522,V487666,2006,eng,412
6216,X7176578,2010,eng,2817
4222,R200572,1919,eng,1423
761,W6063187,2009,eng,6023
9089,U17181905,2013,eng,933
1318,T51504,1971,en-US,2766
3751,T8459594,2001,en-US,3381
3355,W8437667,2011,eng,1545
287,R2122,1943,eng,10198
9210,X160988,1968,en-US,148
8475,P128940,1995,en-US,1919
8468,U13593555,2012,eng,1058
7442,S110393,2005,eng,920
1152,X13624688,2012,eng,8697
9657,Q22411,2007,eng,499
4199,V125956,2003,eng,1530
